key	zh	en	es	fr	de	it	ja	ko	pt-BR	ru
BOSSES/DLG_BS102_02_0	无论你是否被奇迹亲吻，你的忏悔都将在这里结束	Kissed by the Miracle or not, your penitence ends here.	Besado o no por el Milagro, vuestra penitencia termina aquí.	Embrassé par le Miracle ou non, votre pénitence s'arrête ici.	Vom Mirakel geküsst oder nicht, Eure Buße endet hier.	Baciato dal Miracolo o no, la vostra penitenza finisce qui.	奇蹟の口付けを受けていようと無かろうと@@お前の贖罪は ここに終わりを迎える	기적의 입맞춤이 있든 없든, 그대의 참회는 여기서 끝이다.	Agraciado ou não pelo Milagre, sua penitência acaba aqui.	Поцеловало тебя Чудо или нет, но покаяние твое закончится здесь.
BOSSES/DLG_BS102_03_0	安息在我破碎的坟墓旁吧	Rest now alongside the broken reflection of my tomb.	Descansad ahora junto al reflejo quebrado de mi tumba.	Reposez-vous, à côté des reflets brisés de mon tombeau.	Ruht nun neben dem gebrochenen Spiegelbild meines Grabes.	Riposate ora accanto al riflesso spezzato della mia tomba.	私の墓の壊れた写し身と共に 眠りにつくがいい	내 무덤의 부서진 상 옆에서 편히 쉬거라.	Descanse em paz ao lado do reflexo quebrado da minha tumba.	Обрети покой у разбитого отражения могилы моей.
BOSSES/DLG_BS102_04_0	当我们的奇迹遣回你时，死去，然后回到我身旁吧	Die and come back to me when our Miracle has returned you.	Morid y retornad a mi cuando nuestro Milagro os haya devuelto.	Mourez et revenez me voir lorsque notre Miracle vous ramènera.	Sterbt und komm wieder, wenn unser Mirakel Euch zurückschickt.	Morite e tornate da me quando il nostro Miracolo vi avrà restituito.	ここで死に 我らが奇蹟によってこの世界に帰還した後@@私の元へと戻ってくるがいい	그대가 죽은 뒤 기적이 그대를 돌려보내면 내게 돌아오거라.	Morra e volte a mim quando nosso Milagre tiver te trazido de volta.	Умри и вернись ко мне, когда Чудо наше вернет тебя.
BOSSES/DLG_BS102_05_0	我的热情，曾经铸为黄金，现在回到了我的体内	My passion, once made gold, now returns to my body.	Pasión mía que una vez fuiste oro, vuelve ahora a mi cuerpo.	Ma passion, autrefois muée en or, revient à mon corps.	Meine Leidenschaft, einst golden, kehrt nun in meinen Körper zurück.	La mia passione, un tempo fatta d'oro, ora si ricongiunge con il mio corpo.	私の情熱 黄金に変わった情熱が今 この体へと帰還する	한때 금이었던 나의 열정이 내 몸으로 돌아오는구나.	Minha paixão, que antes tomou a forma de ouro, agora retorna ao meu corpo.	Моя страсть, однажды обернувшаяся златом, возвращается в тело мое.
BOSSES/DLG_BS102_06_0	命运契约关系到我的觉醒，如今已然受到影响，大胆忏悔者竟敢有如此非分之想，我定教尔等安守本分。	The fatal bargain that governs my awakening has been struck - I must end thy irreverent intention, Penitent One.	A cambio de mi despertar me ordena que ponga fin a vuestro propósito de infamia, Penitente.	Le marché fatal qui gouverne mon éveil est conclu. Je dois mettre fin à ton intention irrévérencieuse, Pénitent.	Der verhängnisvolle Handel, der mein Erwachen beherrscht, wurde geschlossen. Ich muss Eurem respektlosen Ansinnen ein Ende setzen, Büßer.	Il fatale patto da cui dipende il mio risveglio è stato stretto metterò fine ai tuoi propositi irriguardosi, Penitente.	かつて結んだ契約によって 我はここに目覚めた@我は汝の傲岸なる目的を止めねばならぬ 悔悟者よ	나의 각성을 지배하는 치명적인 거래가 이루어졌다. 그대의 불경한 의도를 끝내야겠다, 참회자여.	Em troca do meu despertar, devo encerrar tua intenção petulante, Penitente.	Роковая сделка, которая пробудила меня, заключена – мой долг покончить с твоим нечестивым намерением, Кающийся.
BOSSES/DLG_BS102_06_1	长夜将终，黎明将至。	And so the long night is severed. Dawn cometh.	Ya amanece tras la noche larga.	Ainsi s'achève la longue nuit. L'aube approche.	Und so nimmt die lange Nacht ein Ende. Der Morgen dämmert.	La lunga notte viene infine stroncata. Albeggia.	そうして長き夜は終わりを迎える　そうして夜明けが訪れる	그리고 긴 밤이 끝나는구나. 새벽이 온다.	E, então, a noite longa chega ao fim. Que venha o alvorecer.	И вот долгая ночь подошла к концу. Забрезжил восход.
BOSSES/DLG_BS12_01_0	妹妹…原谅我…	Sister... Forgive me...	Hermana... Perdonadme...	Ma sœur... pardonnez-moi...	Schwester ... Vergebt mir ...	Sorella... Perdonatemi...	妹よ……許してくれ……	자매여... 날 용서하기를...	Irmã... Me perdoe...	Сестра... Прости меня...
BOSSES/DLG_BS12_01_1	现在，我要前往大梦境的彼岸，并返回你的身旁…	Now I will cross over to the other side of the Dream and return to your side...	Ahora cruzaré hacia el otro lado del Sueño y volveré a vuestro lado...	Je vais à présent passer de l'autre côté du Rêve, et revenir à vos côtés...	Nun werde ich auf die andere Seite des Traumes gehen und an Eure Seite zurückkehren ...	Adesso raggiungerò l'altra parte del Sogno e sarà al vostro fianco...	私は夢の向こう岸へと渡り お前の傍へと戻るよ……	이제 난 꿈의 저편으로 넘어가 자매 곁으로 돌아갈 겁니다...	Agora cruzarei para o outro lado do Sonho e voltarei a ficar do seu lado...	Теперь я перейду на другую сторону Сна и вернусь на твою сторону...
BOSSES/DLG_BS12_02_0	我的姊妹，虽然我看不见你，但我知道你在那儿。请你聆听我的请求。	Sister, I know you are there, even if I can't see you. Hear my plea.	Hermana, que estáis ahí aunque no pueda veros. Escucha mi ruego.	Ma sœur, je sais que tu es là, même si je ne te vois pas. Écoute ma supplique.	Schwester, ich weiß, dass Ihr da seid, auch wenn ich Euch nicht sehen kann. Erhört meine Bitte.	Sorella, so che ci sei, anche se non ti vedo. Ascolta la mia supplica.	我が妹よ　姿は見えなくとも お前はそこにいるのだろう？@我が嘆願を聞き遂げてくれ	자매여, 내 눈에 보이진 않지만 거기 있다는 걸 압니다. 내 말을 들어주세요.	Irmã, sei que você está aí, mesmo que eu não possa vê-la. Ouça meu apelo.	Сестра, я знаю, что ты здесь, хоть и не вижу тебя. Услышь мою мольбу.
BOSSES/DLG_BS12_02_1	你走之后，该轮到我了，我要证明自己不会辜负长官的信任。我不会让克兰莎失望的。	After your departure, it is now my turn to prove I'm deserving of our captain's trust. I will not fail Crisanta.	Tras vuestra marcha, me toca demostrar que soy digno de la confianza de nuestra capitana. No defraudaré a Crisanta.	Après ton départ, c'est à mon tour de prouver que je mérite la confiance de notre capitaine. Crisanta peut compter sur moi.	Nach Eurer Abreise muss ich nun beweisen, dass ich das Vertrauen unseres Kapitäns verdiene. Ich werde Crisanta nicht enttäuschen.	Dopo la tua partenza, tocca a me dimostrarmi degno della fiducia della nostra capitana. Non deluderò Crisanta.	彼の地へと旅立ったお前にかわり 私が隊長の信頼に応えよう@クリサンタの信頼を裏切るわけにはいかない	자매가 떠났으니, 이제 나는 내게 선장의 신뢰를 받을 자격이 있다는 걸 증명해야 합니다. 크리산타를 실망시키지 않을 겁니다.	Após sua partida, chegou a minha vez de provar que mereço a confiança da nossa capitã. Não decepcionarei Crisanta.	Тебя больше нет, и теперь моя очередь доказывать, что я заслуживаю доверия капитана. Я не подведу Крисанту.
BOSSES/DLG_BS12_02_2	如果我的忏悔之辞泄露出去，那便让无尽的痛苦将我吞噬吧。	And may the greatest of pains devour me if I let the penitence through this door.	Y que un gran dolor me muerda si permito que la penitencia cruce esta puerta.	Et puisse le plus grand des tourments me dévorer si je laisse la pénitence franchir cette porte.	Und möge mich der grausamste aller Schmerzen vernichten, wenn ich den Büßer durch diese Tür gehen lasse.	E che il più terribile dei dolori possa divorarmi se permetterò che la penitenza varchi questa soglia.	そしてもしも この門の先に罪人を通すことがあれば@大いなる痛みと苦しみに この体を捧げ食われよう	참회자가 이 문을 넘어간다면 나는 엄청난 고통에 먹혀버릴 것입니다.	E que a maior das dores me devore se eu permitir que a penitência passe por essa porta.	И пусть поглотит меня величайшая боль, если пропущу я покаяние в эту дверь.
BOSSES/DLG_BS12_02_3	务必当心，忏悔者。	On your guard, Penitent One.	En guardia, Penitente.	En garde, Pénitent.	Seid auf der Hut, Büßer.	In guardia, Penitente.	さあ構えろ 悔悟者よ	경계하라, 참회자여.	Em guarda, Penitente.	Будь осторожен, Кающийся.
BOSSES/DLG_BS203_01_0	我们到了，我绯红的身影和你，到达了梦境的这一边	Here we are, my crimson figure and you, on this side of the Dream.	Henos aquí, mi figura desnuda en granate y vos, a este lado del Sueño.	Nous voilà de ce côté du Rêve, ma silhouette cramoisie et vous.	Hier sind wir nun. Meine purpurrote Gestalt und Ihr, auf dieser Seite des Traums.	Eccoci qui, la mia figura cremisi e voi, al di qua del Sogno.	夢のこちら側で 深紅の私とそなたは こうして再び相まみえた	참회자여, 꿈의 저편에서 내 붉은 육신과 드디어 마주하는구나.	Aqui estamos, meu vulto rubro e você, deste lado do Sonho.	Вот мы здесь — моя багровая фигура и ты — по эту сторону Сна.
BOSSES/DLG_BS203_01_1	奇迹把我变成了它神圣家园的哨兵。这是我的新使命	The Miracle has turned me into a sentinel of its sacred home. This is my new calling.	El Milagro me ha convertido en centinela de su sagrado hogar. Este es mi nuevo oficio.	Le Miracle a fait de moi la sentinelle de son domaine sacré. C'est ma nouvelle vocation.	Das Mirakel hat mich zu einem Wächter seines heiligen Hauses gemacht. Dies ist meine neue Berufung.	Il Miracolo mi ha trasformato in una sentinella della sua sacra casa. Questa è la mia nuova funzione.	奇蹟によって私は 聖なる地の守り手となった@これは私に与えられた新たな使命なのだ	기적이 나를 이 신성한 곳의 문지기로 삼으셨다. 여기를 지키는 게 내 새로운 사명이니라.	O Milagre me transformou numa sentinela de seu lar sagrado. Esse é meu novo chamado.	Чудо сделало меня стражем этой священной обители. Это мое новое призвание.
BOSSES/DLG_BS203_01_2	除了那调和我们伤痛的眩目灰光，和那无际的地平线，你究竟期望在这里找到什么？	What do you hope to find here that is not the blinding grey light that tempers our wounds, and the vast horizons that extend without end?	¿Qué esperáis encontrar aquí que no sean la cegadora luz gris, que templa nuestras heridas, y los vastos horizontes, que se extienden sin final?	Qu'espérez-vous trouver ici, si ce n'est l'aveuglante lumière grise qui apaise nos blessures ou les vastes horizons qui s'étirent à l'infini ?	Was erhofft Ihr, hier zu finden, das nicht das blendende graue Licht ist, das unsere Wunden heilt, oder die weiten Horizonte, die sich endlos erstrecken?	Cosa sperate di trovare qui che non sia la luce grigia e accecante che tempera le nostre ferite, e i vasti orizzonti che si estendono senza fine?	そなたはこの地で 我らの傷を癒す灰色の光のない@どこまでも地平線の続くこの地で 何を探しているというのだ？	그대는 여기에서 우리가 지닌 상처를 자극하는 눈부신 회색빛과 끝없이 펼쳐진 광대한 지평선이 아닌 무엇을 찾으려 하는가?	O que você espera encontrar aqui além da luz cinza ofuscante que ameniza nossas feridas e do vasto horizonte sem fim?	Что надеешься ты найти здесь, кроме ослепительного серого света, который утоляет боль наших ран, и бескрайних горизонтов?
BOSSES/DLG_BS203_01_3	路中之路已经终结，你的忏悔亦是如此	The path of paths has ended and, with it, so too has your penance.	El camino de caminos ha terminado y con él vuestra penitencia.	L'ultime voie a touché à son terme, de même que votre pénitence.	Der Weg der Wege ist zu Ende und mit ihm auch Eure Buße.	Il cammino dei cammini è terminato e, con esso, anche la vostra penitenza.	ありとあらゆる道は終わりを迎えた@そしてそなたの贖罪もまた 終わりを迎えたのだ	그대의 길은 여기서 끝을 맺을지어다. 그대의 고행도 여기서 끝을 맺을지어다.	O caminho dos caminhos terminou e, com ele, a sua penitência.	Путь всех путей окончился, а вместе с ним и твое покаяние.
BOSSES/DLG_BS203_02_0	在无所不知、无所不能的奇迹的欲望面前，退缩毫无意义	There is no point in recoiling from the desires of the all-knowing and all-powerful Miracle.	Es inútil rehuir a los deseos del Milagro, que todo puede y todo sabe.	Rien ne sert de vous dérober aux désirs du tout-puissant Miracle.	Es hat keinen Sinn, die Wünsche des allwissenden und allmächtigen Mirakels abzulehnen.	Non ha senso sottrarsi ai desideri del Miracolo, onnisciente e onnipotente.	全知全能の奇蹟の意志を忌避する意味など ありはしない	전지전능한 기적의 욕망에서 벗어날 방법은 없다.	Não há sentido em recuar perante os desejos do todo-poderoso e onisciente Milagre.	Бессмысленно отворачиваться от желаний всеведущего и всемогущего Чуда.
