key	zh	en	es
CollectibleItem/CO07_DESCRIPTION	约翰·冯·加默兰明兹赌术高超，大家都觉得他的命运定是由至高意志指引。等到他的好运到头了，他的生命也就到头了	Known for his gambling skills, many believed that John Von Gammeramindz's fate was guided by the High Wills. The day his luck ran out, so did his life.	Conocido por sus habilidades en el juego, muchos creían que la suerte de John Von Gammeramindz fue guiada por las Altas Voluntades. El día que terminó su suerte, su vida hizo lo mismo.
CollectibleItem/CO08_CAPTION	刽子手卡洛斯的肩胛骨	Scapula of Carlos, the Executioner	Omóplato de Carlos, el Ejecutor
CollectibleItem/CO08_DESCRIPTION	此人有多讨厌人类，就有多喜欢动物。有一次一只狗咬了主教，他被勒令处死这只狗，他拒绝了，这是卡洛斯第一次拒绝，也是最后一次	His hatred for people was as great as his love for animals. When he was ordered to execute a dog that had bitten a bishop, Carlos refused for the first and last time.	Su odio por las personas fue tan grande como su amor por los animales. Cuando le ordenaron ejecutar a un perro que había mordido a un obispo, Carlos se negó por primera y última vez.
CollectibleItem/CO09_CAPTION	护士麦克米腾斯的肱骨	Humerus of McMittens, the Nurse	Húmero de McMittens, el Enfermero
CollectibleItem/CO09_DESCRIPTION	麦克米腾斯是一名护士，同时也喜爱小猫，他救下的生命不计其数，其中有人，也有其他生物。他受不了去救治那些杀人狂魔，他们对生命没有丝毫尊重，于是他选择了自裁	A nurse and cat lover, McMittens saved countless lives, human and others. Unable to bear saving those who showed no respect for life, he put an end to his own.	Enfermero y amante de los gatos, McMittens salvó incontables vidas, fuesen humanas o no. Por no soportar salvar a quienes no mostraban respeto por la vida, dio fin a la suya propia.
CollectibleItem/CO10_CAPTION	游吟诗人柯克的尺骨	Ulna of Koke, the Troubadour	Cúbito de Koke, el Trovador
CollectibleItem/CO10_DESCRIPTION	裁判官对音乐十分鄙视，因为这会令人耽于欢愉，柯克觉得写首讽刺小曲儿在公共场合下嘲弄一下这些老官僚没什么不妥。随着他被处以极刑，音乐禁令算是完全落实了	The inquisitors despised music because it induced euphoria. Koke thought it appropriate to dedicate a toned satire to these presbyters in public. His execution preceded the complete ban on music.	Los inquisidores detestaban la música ya que inducía a la euforia. Koke creyó oportuno dedicar una satírica tonada a estos presbíteros en público. Su ejecución precedió a la prohibición total de la música.
CollectibleItem/CO11_CAPTION	诗人黑尔泽的桡骨	Radius of Helzer, the Poet	Radio de Helzer, el Poeta
CollectibleItem/CO11_DESCRIPTION	诗人约翰·克拉克·黑尔泽的作品生前无人问津，死后举世文明，尤其是他的「红叶诗」。人们发现这首诗时，是在他的尸体旁，而他则被一棵倒下的树砸死	"The work of the poet John Clark Helzer had a sadly posthumous success, especially his ""Poem to the Red Leaf"". The poem was found next to his corpse, severed by a fallen tree."	"La obra del poeta John Clark Helzer tuvo un triste éxito póstumo, especialmente su ""Poema a la Hoja Roja"". Dicho poema fue encontrado junto a su cadáver, seccionado por un árbol caído."
CollectibleItem/CO12_CAPTION	绳匠马丁努斯的额骨	Frontal of Martinus, the Ropemaker	Frontal de Martinus, el Cordelero
CollectibleItem/CO12_DESCRIPTION	有人诬陷匠人马丁努斯·哈弗尼亚贩卖劣质绳索，他被处以绞刑，用的则是他亲手制造的绳子。那天，他用一死向世人证明自己的绳子没毛病	Artisan Martinus Hafnia was unjustly accused of selling brittle strings, and sentenced to be hanged with one of his creations. That very sad day he regained his honour.	El artesano Martinus Hafnia fue injustamente acusado de vender cuerdas quebradizas y sentenciado a ser ahorcado con una de sus propias creaciones. Ese triste día recuperó su honor.
CollectibleItem/CO13_CAPTION	铁匠霍奇斯的掌骨	Metacarpus of Hodges, the Blacksmith	Metacarpo de Hodges, el Herrero
CollectibleItem/CO13_DESCRIPTION	铁匠布伦丹·霍奇斯为古斯托迪亚铸造了许多精美绝伦的武器，圣膏军使用的武器就出自他的手中。他命中注定要死于自己铸造的刀剑之下，这一切都是命运的安排	Blacksmith Brendan Hodges forged some of Cvstodia's most beautiful weapons, wielded by the Anointed Legion themselves. Destiny wanted it to be one of his weapons that killed him.	El herrero Brendan Hodges forjó algunas de las armas más bellas de Cvstodia, portadas por la mismísima Legión Ungida. El destino quiso que fuese una de sus armas la que le diese muerte.
CollectibleItem/CO14_CAPTION	水手亚瑟的指骨	Phalanx of Arthur, the Sailor	Falange de Arthur, el Marinero
CollectibleItem/CO14_DESCRIPTION	此人一生都在寻找神秘的图腾，这可以证明世上真的存在海底城堡，而保卫城堡的，则是汹涌的浪涛	He spent his whole life looking after a mysterious totem. This evidence would prove the existence of an impossible castle built under the sea, protected by its incessant waves.	Dedicó toda su vida a buscar un misterioso totem. Este testimonio probaría la existencia de un castillo imposible construido bajo el mar, protegido por sus incesantes olas.
CollectibleItem/CO15_CAPTION	参赞米里亚姆的指骨	Phalanx of Miriam, the Counsellor	Falange de Miriam, la Consejera
CollectibleItem/CO15_DESCRIPTION	米里亚姆·巴尔托深谙成功之道，但命运却难以预知。虽然她身染重疾死于非命，但深爱她的人们都将她的遗产视作不朽奇迹	Miriam Barto knew what it took to succeed, but fate is unpredictable. Though a terrible illness shortened her life, her legacy was eternal to those who loved her.	Miriam Barto sabía qué era necesario para alcanzar el éxito, pero el destino es impredecible. Pese a que una terrible enfermedad acortó su vida, su legado fue eterno para quienes la amaron.
CollectibleItem/CO16_CAPTION	掘墓人布兰农的指骨	Phalanx of Brannon, the Gravedigger	Falange de Brannon, el Sepulturero
CollectibleItem/CO16_DESCRIPTION	布兰农·约书亚·穆伦斯一生掘墓无数，朋友、家人、敌人都葬于他挖的墓中…但当混沌降临时，却没有人来为他掘墓	Brannon Joshua Mullins dug the graves of hundreds throughout his life, whether friend, family or foe... But when the chaos arose, there was no one left to return the favour.	Brannon Joshua Mullins cavó las tumbas de cientos a lo largo de su vida, ya fuesen amigos, familiares o enemigos... pero cuando comenzó el caos, no quedó nadie para devolverle el favor.
CollectibleItem/CO17_CAPTION	妓女琼恩的髋骨	Coxal of June, the Prostitute	Coxal de June, la Prostituta
CollectibleItem/CO17_DESCRIPTION	琼恩·莎夜斯在教区可谓人尽皆知，她勾引许多祭司，使他们贞纯的意志与誓言堕落，不过当第一缕灰落到地上时，她的好日子就到头了	Popular among the bishopric, June Sayers seduced and corrupted the will and vow of chastity of many in the priesthood, but her immunity ended when the first ashes fell to the ground.	Popular entre el obispado, June Sayers sedujo y corrompió la voluntad y el voto de castidad de gran parte del sacerdocio, pero su inmunidad terminó cuando cayeron las primeras cenizas.
CollectibleItem/CO18_CAPTION	暗黑术士的骶骨	Sacrum of the Dark Warlock	"Sacro de ""el Hechicero Oscuro"""
CollectibleItem/CO18_DESCRIPTION	这名祭司人称「暗黑之人」，是「无言图书馆」的创立者。当他被抓捕时，他正在修炼巫术，身边全是异教书文	"Founder of the ""Library of the Negated Words,"" this priest was known by the sobriquet of ""the Dark One"". He was caught practicing sorcery, surrounded by pagan writings."	"Fundador de la ""Biblioteca de las Palabras Negadas"", este sacerdote fue conocido con el sobrenombre de ""el Oscuro"". Fue sorprendido practicando la hechicería, rodeado de escritos paganos."
CollectibleItem/CO19_CAPTION	狂人丹尼尔尾椎	Coccyx of Daniel, the Possessed	Coxis de Daniel, el Poseído
CollectibleItem/CO19_DESCRIPTION	据说丹尼尔在城堡中出现，他宣称自己在睡觉时被一个黑影占据，并且自称一直在与地下的邪恶生物维持着联系	It is said that Daniel appeared inside a castle. He cried that he had been possessed by a shadow as he slept, and also claimed to have maintained carnal relations with underground creatures.	Se cuenta que Daniel apareció dentro de un castillo. Vociferaba estar poseído por una sombra cuando dormía y también haber mantenido relaciones carnales con engendros del subsuelo.
CollectibleItem/CO20_CAPTION	赏金猎人卡尔波的股骨	Femur of Karpow, the Bounty Hunter	Fémur de Karpow, el Cazarrecompensas
CollectibleItem/CO20_DESCRIPTION	赏金猎人卡尔波诨名「猛汉」，在古斯托迪亚教区令人闻风丧胆。他秉持着这么一条座右铭：「一无所有，则一无所惧」	"Karpow, nicknamed ""the Daring,"" was a feared bounty hunter at the service of the bishopric of Cvstodia. Karpow had a cherished motto ""Get rid of everything and you'll have nothing to lose""."	"Karpow, apodado ""el Osado"", fue un temido cazarrecompensas al servicio del obispado de Cvstodia. Karpow tenía un apreciado lema ""despréndete de todo y no tendrás nada que perder""."
CollectibleItem/CO21_CAPTION	木偶艺人塞巴斯蒂安的膝盖骨	Kneecap of Sebastien, the Puppeteer	Rótula de Sébastien, el Titiritero
CollectibleItem/CO21_DESCRIPTION	塞巴斯蒂安·沃迪亚身边全是木偶，对他来说这就是他的家人。一天夜里他的剧院燃起了大火，他高呼：「我看哪个敢动！」呼声响彻黑夜，之后他也消失在了火海中	"Sebastien Wodja lived surrounded by puppets. To him they were his family. His cries marked the night he disappeared into the flames of his theatre, exclaiming ""I forbid you to move!"""	"Sébastien Wodja vivió rodeado de marionetas. Para él eran como su familia. Sus gritos marcaron la noche en la que desapareció entre las llamas de su teatro, exclamando ""¡Os prohíbo que os mováis!"""
CollectibleItem/CO22_CAPTION	神秘人奥萨利的胫骨	Tibia of Alsahli, the Mystic	Tibia de Alsahli, el Místico
CollectibleItem/CO22_DESCRIPTION	奥萨利从不相信古斯托迪亚教区的权威，他甚至宣称自己能直接与至高意志相交通：「保持热情，这就是秘密所在」	"Alsahli never believed in the authority of the Holy See of Cvstodia. He even claimed to have been able to contact the High Wills on his own ""Be fervent. That is the secret."""	"Alsahli nunca creyó en la autoridad de la Santa Sede de Cvstodia. Aseguraba incluso haber conseguido contactar con las Altas Voluntades por cuenta propia ""Ser fervoroso. Ese es el secreto""."
CollectibleItem/CO23_CAPTION	巡林客莱斯普的腓骨	Fibula of Rysp, the Ranger	Peroné de Rysp, el Guardabosques
CollectibleItem/CO23_DESCRIPTION	莱斯普·斯克林肖敢于夜闯深林，可谓无人不晓。在他看来，深林可以帮助他思考何谓「超然」，超出至高意志的「超然」	"Rysp Scrimshaw was known for his reckless nightly walks in the woods. He said they helped him think about what was ""beyond,"" beyond even the High Wills."	"Rysp Scrimshaw era conocido por sus temerarios paseos nocturnos por el bosque. Él decía que le ayudaban a pensar en lo que había ""más allá"", más allá incluso que las Altas Voluntades."
CollectibleItem/CO24_CAPTION	盗贼约尔的颞骨	Temporal of Joel, the Thief	Temporal de Joel, el Ladrón
CollectibleItem/CO24_DESCRIPTION	约尔劫富济贫，可谓侠盗。有一天他太过大胆，在窃取主教的圣衣时被当场擒获。之后他便被处以古斯托迪亚最为严酷的刑罚	Joel always stole to help others. One day he risked too much, and was caught stealing the Pontiff's bejewelled stole. No one in Cvstodia has ever endured greater torture.	Joel siempre robaba para ayudar al prójimo. Un día arriesgó demasiado y fue sorprendido robando la estola enjoyada del mismísimo Pontífice. Nadie jamás sufrió una tortura mayor en Cvstodia.
CollectibleItem/CO25_CAPTION	旅人陆书的跖骨	Metatarsus of Rikusyo, the Traveller	Metatarso de Rikusyo, el Viajero
CollectibleItem/CO25_DESCRIPTION	人们对陆书的身世一无所知，但是见过他的人都表示陆书有一个亮闪闪的奇异小盘子，可以发出微小的声音	Almost no details of his background are known, but those who crossed his path claimed later that Rikusyo carried a small, strange, luminous plate that emitted a faint voice.	Apenas se conocen detalles de su origen, pero quienes se cruzaron en su camino luego aseguraban que Rikusyo portaba un pequeño y extraño plato luminoso que emitía una débil voz.
CollectibleItem/CO26_CAPTION	囚犯泽斯的指骨	Phalanx of Zeth, the Prisoner	Falange de Zeth, el Prisionero
CollectibleItem/CO26_DESCRIPTION	泽斯·科西嘉被判处终身禁闭，他逐渐自言自语说起了一些话语，这莫非就是他自杀的原因？	Zeth Corsica was sentenced to life in absolute solitary confinement. He was constantly muttering something about voices in his head. Was it maybe one of them that pushed him to suicide?	Zeth Corsica fue sentenciado a cadena perpetua en régimen de aislamiento absoluto. Murmuraba constantemente algo sobre unas voces en su cabeza. ¿Fue una de ellas la que le empujó al suicidio?
CollectibleItem/CO27_CAPTION	打假能手威廉的指骨	Phalanx of William, the Sceptic	Falange de William, el Escéptico
CollectibleItem/CO27_DESCRIPTION	威廉·古拉夫倾尽毕生经历揭露江湖骗子和卫道士的丑恶嘴脸。他甚至对古斯托迪亚教会的一些成员发出了质疑。教会对这种异端邪说定是不能轻饶	William Grahf devoted his life to exposing charlatans and deceitful evangelists. He even questioned the sanctity of certain members of the Cvstodian church. His heresy was not forgiven.	William Grahf dedicó su vida a exponer a charlatanes y evangelistas embusteros. Incluso puso en duda la santidad de ciertos miembros de la iglesia de Cvstodia. Su herejía no obtuvo perdón.
CollectibleItem/CO28_CAPTION	档案员阿拉卡林的指骨	Phalanx of Aralcarim, the Archivist	Falange de Aralcarim, el Archivista
